query_id,recommended_indexes,llm_reasoning_text,execution_time_ms_after,improvement_vs_baseline
s112,"CREATE INDEX idx_comments_postid ON comments(PostId);; CREATE INDEX idx_postlinks_postid ON postLinks(PostId);; CREATE INDEX idx_postlinks_linktypeid_creationdate ON postLinks(LinkTypeId, CreationDate);; CREATE INDEX idx_posthistory_postid ON postHistory(PostId);; CREATE INDEX idx_votes_postid ON votes(PostId);; CREATE INDEX idx_votes_creationdate ON votes(CreationDate);",LinkTypeId+CreationDate composite index filters postLinks early; PostId indexes speed multi-table join to posts.,156.371,35.1%
s113,"CREATE INDEX idx_comments_userid ON comments(UserId);; CREATE INDEX idx_comments_creationdate ON comments(CreationDate);; CREATE INDEX idx_posthistory_userid ON postHistory(UserId);; CREATE INDEX idx_badges_userid ON badges(UserId);; CREATE INDEX idx_users_upvotes_downvotes ON users(UpVotes, DownVotes);",UserId FK indexes and upvotes/downvotes index enable efficient join and filter on user attributes.,1593.215,43.2%
s114,"CREATE INDEX idx_comments_userid ON comments(UserId);; CREATE INDEX idx_posthistory_userid ON postHistory(UserId);; CREATE INDEX idx_posthistory_typeid_creationdate ON postHistory(PostHistoryTypeId, CreationDate);; CREATE INDEX idx_badges_userid ON badges(UserId);; CREATE INDEX idx_badges_date ON badges(Date);; CREATE INDEX idx_users_creationdate ON users(CreationDate);; CREATE INDEX idx_users_upvotes_downvotes ON users(UpVotes, DownVotes);",Composite indexes on postHistory type+date and badges date reduce scan size before joining on UserId.,1402.404,-9.8%
s115,CREATE INDEX idx_comments_userid ON comments(UserId);; CREATE INDEX idx_comments_creationdate ON comments(CreationDate);; CREATE INDEX idx_posthistory_userid ON postHistory(UserId);; CREATE INDEX idx_badges_userid ON badges(UserId);; CREATE INDEX idx_badges_date ON badges(Date);; CREATE INDEX idx_users_reputation ON users(Reputation);,"Reputation and date range indexes on users and badges reduce rows before join, aided by UserId FK indexes.",2362.955,40.4%
s116,"CREATE INDEX idx_comments_userid ON comments(UserId);; CREATE INDEX idx_comments_score ON comments(Score);; CREATE INDEX idx_posthistory_userid ON postHistory(UserId);; CREATE INDEX idx_posthistory_typeid_creationdate ON postHistory(PostHistoryTypeId, CreationDate);; CREATE INDEX idx_badges_userid ON badges(UserId);; CREATE INDEX idx_users_reputation ON users(Reputation);",Score index on comments and reputation on users reduce join input; UserId indexes speed all lookups.,254.703,33.4%
s117,"CREATE INDEX idx_posts_owneruserid ON posts(OwnerUserId);; CREATE INDEX idx_posthistory_postid ON postHistory(PostId);; CREATE INDEX idx_posthistory_typeid_creationdate ON postHistory(PostHistoryTypeId, CreationDate);; CREATE INDEX idx_votes_postid ON votes(PostId);; CREATE INDEX idx_votes_votetypeid_creationdate ON votes(VoteTypeId, CreationDate);; CREATE INDEX idx_users_upvotes_downvotes ON users(UpVotes, DownVotes);",OwnerUserId on posts and PostId FKs on postHistory/votes speed joins; VoteTypeId+date composite filters votes early.,99.353,7.5%
s118,CREATE INDEX idx_posts_owneruserid ON posts(OwnerUserId);; CREATE INDEX idx_posts_posttypeid ON posts(PostTypeId);; CREATE INDEX idx_posthistory_postid ON postHistory(PostId);; CREATE INDEX idx_votes_postid ON votes(PostId);; CREATE INDEX idx_votes_creationdate ON votes(CreationDate);; CREATE INDEX idx_users_creationdate ON users(CreationDate);,PostTypeId filters posts early; PostId FK indexes on postHistory/votes and date indexes reduce join cardinality.,118.727,21.6%
s119,"CREATE INDEX idx_posts_owneruserid ON posts(OwnerUserId);; CREATE INDEX idx_posthistory_userid ON postHistory(UserId);; CREATE INDEX idx_posthistory_typeid_creationdate ON postHistory(PostHistoryTypeId, CreationDate);; CREATE INDEX idx_badges_userid ON badges(UserId);; CREATE INDEX idx_badges_date ON badges(Date);; CREATE INDEX idx_users_reputation ON users(Reputation);",PostHistoryTypeId+CreationDate composite and reputation/badge date indexes minimize rows before joining on UserId.,131.985,55.8%
s120,"CREATE INDEX idx_posts_owneruserid ON posts(OwnerUserId);; CREATE INDEX idx_posthistory_userid ON postHistory(UserId);; CREATE INDEX idx_posthistory_typeid_creationdate ON postHistory(PostHistoryTypeId, CreationDate);; CREATE INDEX idx_badges_userid ON badges(UserId);; CREATE INDEX idx_users_creationdate ON users(CreationDate);",UserId FK indexes and CreationDate indexes on users and postHistory speed range scans and join lookups.,615524.237,49.6%
s121,"CREATE INDEX idx_posthistory_userid_typeid_creationdate ON postHistory(UserId, PostHistoryTypeId, CreationDate);; CREATE INDEX idx_badges_userid_date ON badges(UserId, Date);; CREATE INDEX idx_posts_owneruserid_creationdate ON posts(OwnerUserId, CreationDate);; CREATE INDEX idx_users_reputation_creationdate ON users(Reputation, CreationDate);",Join on UserId across four tables; indexes on join keys and filter columns accelerate lookups and range scans.,197.106,1.4%
s122,"CREATE INDEX idx_posthistory_userid_typeid_creationdate ON postHistory(UserId, PostHistoryTypeId, CreationDate);; CREATE INDEX idx_badges_userid_date ON badges(UserId, Date);; CREATE INDEX idx_posts_owneruserid_creationdate ON posts(OwnerUserId, CreationDate);",Filtering postHistory by CreationDate and posts by PostTypeId while joining on UserId benefits from these composite indexes.,603831.502,42.9%
s123,"CREATE INDEX idx_posthistory_userid_typeid_creationdate ON postHistory(UserId, PostHistoryTypeId, CreationDate);; CREATE INDEX idx_badges_userid_date ON badges(UserId, Date);; CREATE INDEX idx_posts_owneruserid_creationdate ON posts(OwnerUserId, CreationDate);; CREATE INDEX idx_users_reputation_creationdate ON users(Reputation, CreationDate);",Four-table join on UserId with date range filters on posts and users is accelerated by composite join/filter indexes.,16159.89,-101.4%
s124,"CREATE INDEX idx_badges_userid_date ON badges(UserId, Date);; CREATE INDEX idx_posthistory_userid_typeid_creationdate ON postHistory(UserId, PostHistoryTypeId, CreationDate);; CREATE INDEX idx_votes_userid_creationdate ON votes(UserId, CreationDate);; CREATE INDEX idx_users_downvotes_upvotes ON users(DownVotes, UpVotes);","UserId joins across badges, postHistory, votes and user DownVotes/UpVotes filters are served by these indexes.",1001.05,-141.1%
s125,"CREATE INDEX idx_badges_userid_date ON badges(UserId, Date);; CREATE INDEX idx_posthistory_userid_typeid_creationdate ON postHistory(UserId, PostHistoryTypeId, CreationDate);; CREATE INDEX idx_votes_userid_creationdate ON votes(UserId, CreationDate);; CREATE INDEX idx_users_reputation_creationdate ON users(Reputation, CreationDate);; CREATE INDEX idx_users_views ON users(Views);",PostHistoryTypeId=1 filter plus UserId joins and user reputation/views range predicates benefit from these indexes.,91.29,-0.1%
s126,"CREATE INDEX idx_badges_userid_date ON badges(UserId, Date);; CREATE INDEX idx_posthistory_userid_typeid_creationdate ON postHistory(UserId, PostHistoryTypeId, CreationDate);; CREATE INDEX idx_votes_userid_creationdate ON votes(UserId, CreationDate);; CREATE INDEX idx_users_views ON users(Views);",Simple UserId join across four tables with a Views>=0 filter; indexes on join columns speed hash/merge joins.,169118.22,-4.7%
s127,"CREATE INDEX idx_posts_id_posttype_creationdate ON posts(Id, PostTypeId, CreationDate);; CREATE INDEX idx_postlinks_postid_linktypeid_creationdate ON postLinks(PostId, LinkTypeId, CreationDate);; CREATE INDEX idx_votes_postid_votetypeid_creationdate ON votes(PostId, VoteTypeId, CreationDate);; CREATE INDEX idx_posthistory_postid_creationdate ON postHistory(PostId, CreationDate);; CREATE INDEX idx_comments_postid_score_creationdate ON comments(PostId, Score, CreationDate);","Five-way join on PostId with LinkTypeId, VoteTypeId, and Score equality filters benefit from these composite indexes.",206.457,16.4%
s128,"CREATE INDEX idx_posts_id_posttype_creationdate ON posts(Id, PostTypeId, CreationDate);; CREATE INDEX idx_postlinks_postid_linktypeid_creationdate ON postLinks(PostId, LinkTypeId, CreationDate);; CREATE INDEX idx_votes_postid_votetypeid_creationdate ON votes(PostId, VoteTypeId, CreationDate);; CREATE INDEX idx_posthistory_postid_creationdate ON postHistory(PostId, CreationDate);; CREATE INDEX idx_comments_postid_score_creationdate ON comments(PostId, Score, CreationDate);",Range filters on CreationDate across all five joined tables on PostId are accelerated by composite PostId+date indexes.,194.508,-23.8%
s129,"CREATE INDEX idx_posts_id_posttype_creationdate ON posts(Id, PostTypeId, CreationDate);; CREATE INDEX idx_postlinks_postid_linktypeid_creationdate ON postLinks(PostId, LinkTypeId, CreationDate);; CREATE INDEX idx_votes_postid_votetypeid_creationdate ON votes(PostId, VoteTypeId, CreationDate);; CREATE INDEX idx_posthistory_postid_creationdate ON postHistory(PostId, CreationDate);; CREATE INDEX idx_comments_postid_score_creationdate ON comments(PostId, Score, CreationDate);",VoteTypeId=2 and post creation date range filters in a five-table PostId join benefit from these composite indexes.,239.398,-49.9%
s130,"CREATE INDEX idx_postlinks_relatedpostid_linktypeid ON postLinks(RelatedPostId, LinkTypeId);; CREATE INDEX idx_posthistory_postid_creationdate ON postHistory(PostId, CreationDate);; CREATE INDEX idx_comments_userid_score_creationdate ON comments(UserId, Score, CreationDate);; CREATE INDEX idx_comments_postid_score_creationdate ON comments(PostId, Score, CreationDate);; CREATE INDEX idx_users_reputation_creationdate ON users(Reputation, CreationDate);; CREATE INDEX idx_users_downvotes_upvotes ON users(DownVotes, UpVotes);","Join via RelatedPostId and UserId with LinkTypeId, CreationDate, and Reputation/DownVotes filters need these composite indexes.",64.33,48.9%
s131,"CREATE INDEX idx_posts_owneruserid_creationdate ON posts(OwnerUserId, CreationDate);; CREATE INDEX idx_posthistory_userid_typeid_creationdate ON postHistory(UserId, PostHistoryTypeId, CreationDate);; CREATE INDEX idx_votes_userid_creationdate ON votes(UserId, CreationDate);; CREATE INDEX idx_comments_userid_score_creationdate ON comments(UserId, Score, CreationDate);; CREATE INDEX idx_users_reputation_creationdate ON users(Reputation, CreationDate);","Five-table UserId join with Score, AnswerCount, BountyAmount, and date range filters benefit from these composite indexes.",889.637,-161.4%
s132,"CREATE INDEX idx_posts_owneruserid_creationdate ON posts(OwnerUserId, CreationDate);; CREATE INDEX idx_posthistory_userid_typeid_creationdate ON postHistory(UserId, PostHistoryTypeId, CreationDate);; CREATE INDEX idx_votes_userid_creationdate ON votes(UserId, CreationDate);; CREATE INDEX idx_comments_userid_score_creationdate ON comments(UserId, Score, CreationDate);; CREATE INDEX idx_users_views ON users(Views);",PostHistoryTypeId=2 filter with BountyAmount and Views range predicates on a UserId five-table join need these indexes.,805.604,-119.2%
s133,"CREATE INDEX idx_badges_userid_date ON badges(UserId, Date);; CREATE INDEX idx_posthistory_userid_typeid_creationdate ON postHistory(UserId, PostHistoryTypeId, CreationDate);; CREATE INDEX idx_votes_userid_creationdate ON votes(UserId, CreationDate);; CREATE INDEX idx_comments_userid_score_creationdate ON comments(UserId, Score, CreationDate);; CREATE INDEX idx_users_downvotes_upvotes ON users(DownVotes, UpVotes);; CREATE INDEX idx_users_reputation_creationdate ON users(Reputation, CreationDate);","Four-table UserId join with BountyAmount, Date, DownVotes, UpVotes, and CreationDate filters benefit from composite indexes.",1061.832,-4.4%
s134,"CREATE INDEX idx_badges_userid_date ON badges(UserId, Date);; CREATE INDEX idx_posthistory_userid_typeid_creationdate ON postHistory(UserId, PostHistoryTypeId, CreationDate);; CREATE INDEX idx_posts_owneruserid_creationdate ON posts(OwnerUserId, CreationDate);; CREATE INDEX idx_comments_userid_score_creationdate ON comments(UserId, Score, CreationDate);; CREATE INDEX idx_users_views ON users(Views);; CREATE INDEX idx_users_downvotes_upvotes ON users(DownVotes, UpVotes);","UserId join across five tables with Score=0, Views=0, DownVotes, and postHistory date filters need these composite indexes.",11328.361,19.8%
s135,"CREATE INDEX idx_badges_userid_date ON badges(UserId, Date);; CREATE INDEX idx_posthistory_userid_typeid_creationdate ON postHistory(UserId, PostHistoryTypeId, CreationDate);; CREATE INDEX idx_posts_owneruserid_creationdate ON posts(OwnerUserId, CreationDate);; CREATE INDEX idx_comments_userid_score_creationdate ON comments(UserId, Score, CreationDate);","Score=0, PostTypeId=1, FavoriteCount=0, and ViewCount range on a UserId five-table join benefit from these composite indexes.",123305.022,-0.1%
s136,"CREATE INDEX idx_comments_userid ON comments(UserId);; CREATE INDEX idx_comments_creationdate ON comments(CreationDate);; CREATE INDEX idx_posts_owneruserid ON posts(OwnerUserId);; CREATE INDEX idx_posts_posttypeid ON posts(PostTypeId);; CREATE INDEX idx_posthistory_userid ON postHistory(UserId);; CREATE INDEX idx_badges_userid ON badges(UserId);; CREATE INDEX idx_users_upvotes_downvotes ON users(UpVotes, DownVotes);","Indexes on join keys (UserId, OwnerUserId) and filter columns (CreationDate, PostTypeId) accelerate multi-table joins and range filters.",28168.744,21.1%
s137,"CREATE INDEX idx_comments_postid ON comments(PostId);; CREATE INDEX idx_comments_creationdate ON comments(CreationDate);; CREATE INDEX idx_postlinks_relatedpostid ON postLinks(RelatedPostId);; CREATE INDEX idx_postlinks_creationdate_linktypeid ON postLinks(CreationDate, LinkTypeId);; CREATE INDEX idx_posts_owneruserid ON posts(OwnerUserId);; CREATE INDEX idx_posts_creationdate ON posts(CreationDate);; CREATE INDEX idx_badges_userid ON badges(UserId);","Indexes on postLinks(RelatedPostId, CreationDate, LinkTypeId) and posts join/filter columns speed up range scans and lookups.",155.984,-7.2%
s138,CREATE INDEX idx_tags_excerptpostid ON tags(ExcerptPostId);; CREATE INDEX idx_posts_owneruserid ON posts(OwnerUserId);; CREATE INDEX idx_votes_userid ON votes(UserId);; CREATE INDEX idx_badges_userid ON badges(UserId);; CREATE INDEX idx_badges_date ON badges(Date);; CREATE INDEX idx_users_reputation ON users(Reputation);,"Indexes on join keys and badges.Date filter allow efficient lookup of matching users, posts, votes, and badges.",4273.37,-398.7%
s139,"CREATE INDEX idx_posts_owneruserid ON posts(OwnerUserId);; CREATE INDEX idx_postlinks_relatedpostid ON postLinks(RelatedPostId);; CREATE INDEX idx_postlinks_creationdate_linktypeid ON postLinks(CreationDate, LinkTypeId);; CREATE INDEX idx_votes_postid ON votes(PostId);; CREATE INDEX idx_votes_creationdate ON votes(CreationDate);; CREATE INDEX idx_comments_postid ON comments(PostId);; CREATE INDEX idx_badges_userid ON badges(UserId);; CREATE INDEX idx_badges_date ON badges(Date);; CREATE INDEX idx_users_upvotes_downvotes ON users(UpVotes, DownVotes);",Indexes on all foreign key join columns and range-filtered date/score columns reduce nested-loop and hash join costs across six tables.,340.715,1.6%
s140,"CREATE INDEX idx_postlinks_relatedpostid ON postLinks(RelatedPostId);; CREATE INDEX idx_postlinks_creationdate_linktypeid ON postLinks(CreationDate, LinkTypeId);; CREATE INDEX idx_votes_postid ON votes(PostId);; CREATE INDEX idx_votes_creationdate ON votes(CreationDate);; CREATE INDEX idx_comments_postid ON comments(PostId);; CREATE INDEX idx_comments_score ON comments(Score);; CREATE INDEX idx_posthistory_postid ON postHistory(PostId);; CREATE INDEX idx_badges_userid ON badges(UserId);; CREATE INDEX idx_badges_date ON badges(Date);",Covering indexes on all join and filter columns minimize table scans across seven tables joined on post/user IDs with date ranges.,12052.442,-3.9%
s141,"CREATE INDEX idx_postlinks_relatedpostid ON postLinks(RelatedPostId);; CREATE INDEX idx_postlinks_creationdate_linktypeid ON postLinks(CreationDate, LinkTypeId);; CREATE INDEX idx_votes_postid ON votes(PostId);; CREATE INDEX idx_comments_postid ON comments(PostId);; CREATE INDEX idx_comments_userid ON comments(UserId);; CREATE INDEX idx_posthistory_postid ON postHistory(PostId);; CREATE INDEX idx_badges_userid ON badges(UserId);; CREATE INDEX idx_posts_creationdate ON posts(CreationDate);",Indexes on join keys and posts.CreationDate range filter support efficient execution of this seven-table complex join.,19309.815,22.4%
s142,"CREATE INDEX idx_postlinks_relatedpostid ON postLinks(RelatedPostId);; CREATE INDEX idx_postlinks_creationdate_linktypeid ON postLinks(CreationDate, LinkTypeId);; CREATE INDEX idx_votes_postid ON votes(PostId);; CREATE INDEX idx_votes_creationdate ON votes(CreationDate);; CREATE INDEX idx_comments_postid ON comments(PostId);; CREATE INDEX idx_comments_score ON comments(Score);; CREATE INDEX idx_comments_creationdate ON comments(CreationDate);; CREATE INDEX idx_posthistory_postid ON postHistory(PostId);; CREATE INDEX idx_posthistory_creationdate ON postHistory(CreationDate);; CREATE INDEX idx_posts_posttypeid ON posts(PostTypeId);; CREATE INDEX idx_badges_userid ON badges(UserId);",Composite and single-column indexes on all filtered and joined columns across seven tables cut full scans significantly.,16982.232,47.3%
s143,"CREATE INDEX idx_postlinks_relatedpostid ON postLinks(RelatedPostId);; CREATE INDEX idx_postlinks_creationdate_linktypeid ON postLinks(CreationDate, LinkTypeId);; CREATE INDEX idx_votes_postid ON votes(PostId);; CREATE INDEX idx_votes_votetypeid ON votes(VoteTypeId);; CREATE INDEX idx_votes_creationdate ON votes(CreationDate);; CREATE INDEX idx_comments_postid ON comments(PostId);; CREATE INDEX idx_comments_creationdate ON comments(CreationDate);; CREATE INDEX idx_posthistory_postid ON postHistory(PostId);; CREATE INDEX idx_badges_userid ON badges(UserId);; CREATE INDEX idx_badges_date ON badges(Date);","Indexes on votes(VoteTypeId, CreationDate), badges.Date, and all join keys reduce filtering and join costs across seven tables.",8300.662,47.3%
s144,"CREATE INDEX idx_posts_owneruserid ON posts(OwnerUserId);; CREATE INDEX idx_votes_postid ON votes(PostId);; CREATE INDEX idx_comments_postid ON comments(PostId);; CREATE INDEX idx_posthistory_postid ON postHistory(PostId);; CREATE INDEX idx_badges_userid ON badges(UserId);; CREATE INDEX idx_badges_date ON badges(Date);; CREATE INDEX idx_users_reputation ON users(Reputation);; CREATE INDEX idx_users_upvotes_downvotes ON users(UpVotes, DownVotes);","Indexes on users filter columns (Reputation, DownVotes) and all post/user join keys speed up this six-table join.",1437.194,-5.7%
s145,"CREATE INDEX idx_posts_owneruserid ON posts(OwnerUserId);; CREATE INDEX idx_posts_posttypeid ON posts(PostTypeId);; CREATE INDEX idx_posts_creationdate ON posts(CreationDate);; CREATE INDEX idx_postlinks_postid ON postLinks(PostId);; CREATE INDEX idx_postlinks_creationdate_linktypeid ON postLinks(CreationDate, LinkTypeId);; CREATE INDEX idx_posthistory_postid ON postHistory(PostId);; CREATE INDEX idx_posthistory_posttypehistory ON postHistory(PostHistoryTypeId);; CREATE INDEX idx_votes_postid ON votes(PostId);; CREATE INDEX idx_votes_creationdate ON votes(CreationDate);; CREATE INDEX idx_comments_postid ON comments(PostId);; CREATE INDEX idx_users_upvotes_downvotes ON users(UpVotes, DownVotes);","Indexes on postLinks.PostId, postHistory.PostHistoryTypeId, and date range columns support efficient filtering and joining across six tables.",207.138,-88.7%
s146,"CREATE INDEX idx_posts_owneruserid ON posts(OwnerUserId);; CREATE INDEX idx_posts_creationdate ON posts(CreationDate);; CREATE INDEX idx_postlinks_postid ON postLinks(PostId);; CREATE INDEX idx_postlinks_creationdate_linktypeid ON postLinks(CreationDate, LinkTypeId);; CREATE INDEX idx_posthistory_postid ON postHistory(PostId);; CREATE INDEX idx_posthistory_creationdate ON postHistory(CreationDate);; CREATE INDEX idx_votes_postid ON votes(PostId);; CREATE INDEX idx_comments_postid ON comments(PostId);; CREATE INDEX idx_comments_creationdate ON comments(CreationDate);; CREATE INDEX idx_users_upvotes_downvotes ON users(UpVotes, DownVotes);",Indexes on all join keys and range-filter date columns across six tables minimize sequential scans and speed up join lookups.,229.07,29.3%
